id,name,code,user_type_id/id,chart_template_id/id,group_id/id,reconcile
account_common_610,Variació d’existències de mercaderies,610,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_610,False
account_common_611,Variació d’existències de matèries primeres,611,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_611,False
account_common_612,Variació d’existències d’altres aprovisionaments,612,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_612,False
account_common_620,Despeses en investigació i desenvolupament de l’exercici,620,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_620,False
account_common_621,Arrendaments i cànons,621,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_621,False
account_common_622,Reparacions i conservació,622,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_622,False
account_common_623,Serveis de professionals independents,623,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_623,False
account_common_624,Transports,624,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_624,False
account_common_625,Primes d’assegurances,625,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_625,False
account_common_626,Serveis bancaris i similars,626,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_626,False
account_common_627,"Publicitat, propaganda i relacions públiques",627,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_627,False
account_common_628,Subministraments,628,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_628,False
account_common_629,Altres serveis,629,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_629,False
account_common_631,Altres tributs,631,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_631,False
account_common_640,Sous i salaris,640,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_640,False
account_common_641,Indemnitzacions,641,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_641,False
account_common_642,Caixa Andorrana de Seguretat Social a càrrec de l’empresari,642,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_642,False
account_common_649,Altres despeses socials,649,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_649,False
account_common_660,Despeses financeres per actualització de provisions,660,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_660,False
account_common_661,Interessos d’obligacions i bons,661,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_661,False
account_common_662,Interessos de deutes,662,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_662,False
account_common_664,Despeses per dividends d’accions o participacions considerades passius financers,664,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_664,False
account_common_665,Interessos per descompte d’efectes i operacions de “factoring”,665,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_665,False
account_common_666,Pèrdues en participacions i valors representatius de deute,666,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_666,False
account_common_667,Pèrdues de crèdits no comercials,667,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_667,False
account_common_668,Diferències negatives de canvi,668,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_668,False
account_common_669,Altres despeses financeres,669,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_669,False
account_common_670,Pèrdues procedents de l’immobilitzat intangible,670,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_670,False
account_common_672,Pèrdues procedents de les inversions immobiliàries,672,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_672,False
account_common_673,Pèrdues procedents de participacions a llarg termini en parts vinculades,673,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_673,False
account_common_675,Pèrdues per operacions amb obligacions pròpies,675,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_675,False
account_common_678,Despeses excepcionals,678,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_678,False
account_common_680,Amortització de l’immobilitzat intangible,680,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_680,False
account_common_681,Amortització de l’immobilitzat tangible,681,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_681,False
account_common_682,Amortització de les inversions immobiliàries,682,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_682,False
account_common_690,Pèrdues per deteriorament de l’immobilitzat intangible,690,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_690,False
account_common_692,Pèrdues per deteriorament de les inversions immobiliàries,692,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_692,False
account_common_693,Pèrdues per deteriorament d’existències,693,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_693,False
account_common_695,Dotació a la provisió per operacions comercials,695,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_695,False
account_common_696,Pèrdues per deteriorament de participacions i valors representatius de deute a llarg termini,696,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_696,False
account_common_697,Pèrdues per deteriorament de crèdits a llarg termini,697,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_697,False
account_common_698,Pèrdues per deteriorament de participacions i valors representatius de deute a curt termini,698,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_698,False
account_common_699,Pèrdues per deteriorament de crèdits a curt termini,699,account.data_account_type_expenses,l10n_ad.account_chart_template_common,l10n_ad.account_group_699,False
account_common_700,Vendes de mercaderies,700,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_700,False
account_common_701,Vendes de productes acabats,701,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_701,False
account_common_702,Vendes de productes semiacabats,702,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_702,False
account_common_703,Vendes de subproductes i residus,703,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_703,False
account_common_704,Vendes d’envasos i embalatges,704,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_704,False
account_common_705,Prestació de serveis,705,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_705,False
account_common_706,Descompte sobre vendes per pagament immediat,706,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_706,False
account_common_708,Devolucions de vendes i operacions similars,708,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_708,False
account_common_709,Ràpels sobre vendes,709,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_709,False
account_common_710,Variació d’existències de productes en curs,710,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_710,False
account_common_711,Variació d’existències de productes semiacabats,711,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_711,False
account_common_712,Variació d’existències de productes acabats,712,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_712,False
account_common_713,"Variació d’existències de subproductes, residus i materials recuperats",713,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_713,False
account_common_730,Treballs realitzats per a l’immobilitzat intangible,730,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_730,False
account_common_731,Treballs realitzats per a l’immobilitzat tangible,731,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_731,False
account_common_732,Treballs realitzats en inversions immobiliàries,732,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_732,False
account_common_733,Treballs realitzats per a l’immobilitzat tangible en curs,733,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_733,False
account_common_740,"Subvencions, donacions i llegats a l’explotació",740,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_740,False
account_common_746,"Subvencions, donacions i llegats de capital transferits al resultat de l’exercici",746,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_746,False
account_common_747,"Altres subvencions, donacions i llegats transferits al resultat de l’exercici",747,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_747,False
account_common_752,Ingressos per arrendaments,752,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_752,False
account_common_753,Ingressos de propietat industrial cedida en explotació,753,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_753,False
account_common_754,Ingressos per comissions,754,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_754,False
account_common_755,Ingressos per serveis al personal,755,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_755,False
account_common_759,Ingressos per serveis diversos,759,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_759,False
account_common_760,Ingressos de participacions en instruments de patrimoni,760,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_760,False
account_common_761,Interessos de valors representatius de deute,761,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_761,False
account_common_762,Interessos de crèdits,762,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_762,False
account_common_766,Beneficis en participacions i valors representatius de deute,766,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_766,False
account_common_768,Diferències positives de canvi,768,account.data_account_type_other_income,l10n_ad.account_chart_template_common,l10n_ad.account_group_768,False
account_common_769,Altres ingressos financers,769,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_769,False
account_common_770,Beneficis procedents de l’immobilitzat intangible,770,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_770,False
account_common_771,Beneficis procedents de l’immobilitzat tangible,771,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_771,False
account_common_772,Beneficis procedents de les inversions immobiliàries,772,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_772,False
account_common_773,Beneficis procedents de participacions a llarg termini en parts vinculades,773,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_773,False
account_common_775,Beneficis per operacions amb obligacions pròpies,775,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_775,False
account_common_778,Ingressos excepcionals,778,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_778,False
account_common_790,Reversió del deteriorament de l’immobilitzat intangible,790,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_790,False
account_common_792,Reversió del deteriorament de les inversions immobiliàries,792,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_792,False
account_common_793,Reversió del deteriorament d’existències,793,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_793,False
account_common_796,Reversió del deteriorament de participacions i valors representatius de deute a llarg termini,796,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_796,False
account_common_797,Reversió del deteriorament de crèdits a llarg termini,797,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_797,False
account_common_798,Reversió del deteriorament de participacions i valors representatius de deute a curt termini,798,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_798,False
account_common_799,Reversió del deteriorament de crèdits a curt termini,799,account.data_account_type_revenue,l10n_ad.account_chart_template_common,l10n_ad.account_group_799,False
